ADV	X	PROPN	3
AUX	X	VERB	2
VERB	ADP	ADV	40377
AUX	PRON	DET	38900
CONJ	ADV	AUX	3909
ADV	AUX	PROPN	9856
ADJ	VERB	SCONJ	9158
ADJ	PART	PROPN	49
PROPN	VERB	PRON	38393
NOUN	DET	ADJ	255020
CONJ	AUX	ADP	20564
ADJ	PART	NOUN	227
ADJ	PUNCT	X	5
DET	VERB	ADJ	102733
NUM	PROPN	NUM	6250
NOUN	ADV	ADJ	40289
PUNCT	CONJ	PART	32
PUNCT	PROPN	PROPN	277264
ADP	AUX	X	39
SCONJ	X	27
SCONJ	PRON	ADP	25878
PRON	PART	VERB	48
VERB	AUX	SYM	4943
PART	NOUN	VERB	902
ADJ	CONJ	PRON	11006
ADV	SYM	PUNCT	4690
DET	AUX	PUNCT	98468
NOUN	NOUN	VERB	251102
ADP	ADJ	NOUN	241500
NOUN	SCONJ	VERB	45605
SCONJ	PROPN	ADJ	8793
ADP	PUNCT	DET	281512
X	VERB	AUX	1
SYM	NUM	ADJ	606
NOUN	SCONJ	SYM	7201
ADP	PRON	PART	82
ADP	VERB	CONJ	47584
VERB	ADJ	SCONJ	11015
SYM	NOUN	CONJ	7223
X	NOUN	PROPN	4
ADP	PART	PRON	77
PRON	ADJ	638026
NOUN	AUX	PART	73
PRON	PRON	SCONJ	5679
PART	ADP	SYM	75
PRON	CONJ	ADP	28944
VERB	NOUN	ADP	351204
SYM	CONJ	PART	3
PART	ADJ	CONJ	118
NOUN	DET	PRON	153769
X	PRON	CONJ	1
PART	ADP	VERB	517
VERB	NUM	DET	22907
DET	DET	ADV	77581
INTJ	ADJ	48
NUM	ADV	PART	2
PRON	NUM	CONJ	3592
ADP	PART	4779
NUM	PRON	VERB	8430
SYM	ADJ	PUNCT	6763
AUX	NUM	CONJ	3577
PART	PRON	PUNCT	362
PART	VERB	NOUN	1102
PART	ADJ	SCONJ	61
NUM	SCONJ	SCONJ	507
VERB	NOUN	INTJ	1
NUM	ADP	X	20
NOUN	CONJ	CONJ	28781
VERB	NUM	AUX	4489
SCONJ	PROPN	PART	31
VERB	CONJ	PRON	17470
PUNCT	INTJ	ADV	4
ADJ	NUM	SCONJ	1193
VERB	PART	NOUN	413
ADJ	DET	NUM	15780
SYM	X	ADP	9
INTJ	ADV	DET	13
ADV	VERB	INTJ	3
ADV	PRON	PART	19
ADJ	NUM	X	2
PRON	AUX	PART	31
PART	ADJ	SYM	26
ADV	ADV	PROPN	6091
ADP	PROPN	INTJ	1
INTJ	VERB	PRON	16
VERB	DET	ADP	294035
SYM	ADV	VERB	2652
NUM	SCONJ	ADJ	1696
INTJ	PRON	PROPN	1
DET	PUNCT	ADJ	112977
ADJ	NUM	NOUN	21849
AUX	ADV	ADP	28489
AUX	PART	ADV	31
PRON	X	SYM	56
DET	SCONJ	ADJ	29045
PROPN	SCONJ	NUM	3001
PRON	NOUN	X	72
ADV	SCONJ	NOUN	21114
SYM	NOUN	ADJ	11932
NUM	PROPN	NOUN	22522
DET	NOUN	X	74
NUM	SYM	AUX	437
SYM	VERB	DET	12657
ADP	SYM	PART	47
DET	ADJ	AUX	39837
ADJ	DET	X	21
NUM	SYM	ADP	3116
NUM	VERB	NOUN	23664
SCONJ	ADJ	NOUN	32881
ADP	PROPN	SYM	29768
PUNCT	SYM	ADJ	4584
PUNCT	X	ADP	17
AUX	ADV	NOUN	31236
SCONJ	VERB	PUNCT	36007
CONJ	PART	ADP	84
ADJ	ADP	SCONJ	17314
NUM	PROPN	X	1
ADV	DET	AUX	19538
CONJ	CONJ	DET	15534
ADV	X	X	3
CONJ	SCONJ	DET	12681
DET	AUX	DET	138814
PRON	INTJ	VERB	2
ADJ	SCONJ	ADP	22752
NOUN	PROPN	NUM	29693
NUM	NOUN	PUNCT	59913
NUM	PRON	NUM	3415
NUM	SCONJ	NUM	848
ADJ	VERB	ADV	12727
SYM	ADV	SCONJ	806
SCONJ	SCONJ	ADP	11161
SYM	PART	DET	56
ADV	NUM	PROPN	4190
INTJ	VERB	ADV	5
NUM	SCONJ	ADP	5327
SYM	VERB	ADV	2496
PRON	X	916
ADV	PROPN	ADJ	12176
NUM	NUM	SYM	1060
VERB	NOUN	PUNCT	270726
DET	PRON	ADV	29201
PART	SYM	DET	42
PRON	ADP	SCONJ	14347
CONJ	X	PUNCT	1
PUNCT	AUX	PART	35
ADV	ADP	PRON	27942
PUNCT	PUNCT	SYM	8676
CONJ	PART	825
SYM	AUX	83319
X	PUNCT	437
CONJ	NUM	ADJ	2303
NUM	NUM	ADV	1548
PROPN	DET	VERB	107054
ADJ	VERB	NOUN	94200
NUM	VERB	PRON	5032
PART	VERB	VERB	352
AUX	VERB	PRON	30499
ADP	SYM	CONJ	7428
VERB	INTJ	ADV	1
ADP	ADJ	INTJ	2
CONJ	NOUN	1486066
PROPN	VERB	PART	117
SYM	VERB	PROPN	4489
PRON	NUM	SYM	1651
PART	PUNCT	SCONJ	109
AUX	PROPN	AUX	11526
SCONJ	PUNCT	CONJ	8271
CONJ	NUM	CONJ	1826
PRON	PRON	PROPN	13504
VERB	DET	NUM	26564
ADP	NOUN	DET	672860
CONJ	ADJ	DET	27504
INTJ	PUNCT	INTJ	1
INTJ	INTJ	ADJ	3
PART	PART	CONJ	12
DET	NUM	ADV	8022
ADV	PROPN	ADP	42220
VERB	NUM	PART	29
VERB	PROPN	ADV	12997
SCONJ	VERB	PROPN	13610
ADJ	AUX	SCONJ	5269
NUM	AUX	ADV	1690
ADP	VERB	ADV	39626
SYM	ADP	PROPN	18816
ADV	PROPN	PROPN	40337
SYM	ADP	ADJ	10437
NOUN	PRON	ADJ	62357
ADJ	PUNCT	PART	54
NUM	PART	SYM	6
ADV	VERB	PART	35
X	PROPN	71
X	ADJ	ADV	4
PUNCT	ADJ	PUNCT	88632
DET	PROPN	PROPN	389671
NOUN	DET	CONJ	138141
PART	VERB	SYM	43
SCONJ	PART	SYM	26
NOUN	NUM	ADJ	19862
ADJ	ADP	PUNCT	161988
ADJ	DET	2285267
DET	INTJ	VERB	1
ADP	PRON	X	119
SYM	CONJ	PROPN	4009
SCONJ	ADV	NUM	1160
PART	SYM	SCONJ	5
ADJ	NOUN	AUX	32970
PRON	PUNCT	VERB	28983
DET	PRON	ADJ	59192
X	ADP	ADV	13
SYM	SYM	SYM	3428
ADP	ADV	DET	77910
SYM	VERB	CONJ	2843
ADP	ADJ	PUNCT	175219
VERB	NOUN	NOUN	372194
PROPN	ADJ	PRON	22983
CONJ	ADV	ADP	14069
CONJ	PROPN	PROPN	53359
SCONJ	SCONJ	PROPN	3429
PRON	NUM	ADP	17098
DET	DET	ADP	618583
ADP	NUM	ADV	8402
DET	SYM	ADP	32401
SCONJ	DET	ADJ	34448
PUNCT	CONJ	VERB	24842
CONJ	VERB	ADV	6805
VERB	VERB	NOUN	130906
ADV	PART	SCONJ	12
PROPN	PART	NUM	26
SYM	ADP	SCONJ	2542
PUNCT	PROPN	NUM	19091
AUX	NOUN	CONJ	37973
ADV	VERB	ADJ	20315
NUM	PUNCT	SCONJ	2565
PRON	AUX	ADV	9316
NOUN	NOUN	ADJ	313549
ADJ	ADP	SYM	12715
ADP	PUNCT	NOUN	341261
PRON	SYM	X	28
ADJ	SYM	X	3
ADV	SCONJ	ADV	4365
SCONJ	CONJ	PROPN	5302
VERB	ADV	ADV	9331
PROPN	NOUN	PRON	77171
NUM	NUM	PROPN	6738
CONJ	NUM	ADV	950
SYM	NUM	X	1
NOUN	DET	7796992
CONJ	NUM	PART	10
PUNCT	PUNCT	PART	375
ADV	NUM	ADP	9793
X	X	PUNCT	7
PRON	NOUN	PROPN	63193
PRON	SCONJ	SCONJ	2803
NOUN	ADJ	DET	230113
CONJ	PUNCT	CONJ	11946
NOUN	NUM	AUX	10135
INTJ	NOUN	CONJ	3
PROPN	ADJ	ADP	113671
AUX	SCONJ	PROPN	9348
AUX	PROPN	PRON	14312
ADV	PART	PUNCT	143
DET	X	ADJ	7
PART	ADV	3560
VERB	PRON	ADJ	25690
NUM	PROPN	PART	20
PUNCT	X	NOUN	12
X	DET	NOUN	26
X	ADJ	ADP	20
SCONJ	AUX	PUNCT	17819
ADJ	PUNCT	SYM	5373
PART	SCONJ	1953
CONJ	NUM	DET	6142
PRON	SCONJ	ADP	18241
AUX	ADJ	PRON	13933
ADJ	VERB	PART	46
PUNCT	VERB	SYM	8835
ADV	ADV	NOUN	19849
NOUN	ADP	PART	343
PART	PROPN	NOUN	435
